Vertice, Pai, Distancia
7202,8487,4
7203,6297,5
7204,2979,5
7205,7820,4
7206,9919,4
7207,1158,5
7208,9542,4
7209,8630,5
7210,8994,3
7211,9047,4
7212,5482,4
7213,9059,4
7214,8771,4
7215,7924,5
7216,3742,5
7217,4854,5
7218,4703,4
7219,8336,5
7220,925,5
7221,8520,5
7222,4347,4
7223,6659,4
7224,1081,5
7225,9201,4
7226,6091,4
7227,9770,4
7228,7021,4
7229,4550,3
7230,6108,5
7231,1804,4
7232,379,4
7233,9419,4
7234,2816,4
7235,5377,5
7236,2816,4
7237,3746,4
7238,2908,4
7239,3155,4
7240,4617,4
7241,2400,5
7242,1941,5
7243,9736,5
7244,602,5
7245,1428,4
7246,9733,5
7247,6635,4
7248,463,5
7249,8695,4
7250,5884,4
7251,5006,3
7252,7407,3
7253,3381,5
7254,4743,3
7255,279,5
7256,2663,5
7257,5603,5
7258,4915,4
7259,3537,4
7260,766,4
7261,8487,4
7262,8048,5
7263,6296,4
7264,3559,5
7265,7621,4
7266,2087,4
7267,433,4
7268,1986,4
7269,9397,5
7270,9355,4
7271,4082,3
7272,4127,5
7273,8323,4
7274,3664,5
7275,1252,4
7276,3557,5
7277,1122,4
7278,1933,4
7279,343,4
7280,4637,4
7281,9356,5
7282,8272,5
7283,3306,3
7284,908,4
7285,3788,5
7286,936,5
7287,8051,4
7288,8522,4
7289,4608,4
7290,1014,4
7291,9335,4
7292,7408,4
7293,6265,4
7294,687,4
7295,7591,4
7296,8336,5
7297,656,3
7298,2827,5
7299,7385,5
7300,9725,4
7301,9919,4
7302,260,3
7303,8771,4
7304,9479,4
7305,3734,4
7306,1260,4
7307,9745,6
7308,5494,3
7309,5460,4
7310,7851,5
7311,3968,5
7312,3651,4
7313,4994,4
7314,4535,5
7315,7401,4
7316,3472,4
7317,9856,5
7318,6274,5
7319,4394,5
7320,2411,5
7321,5322,4
7322,9384,4
7323,4590,4
7324,2538,5
7325,6388,5
7326,1634,5
7327,9916,4
7328,7273,5
7329,8285,4
7330,671,4
7331,4918,4
7332,1324,4
7333,9741,5
7334,8771,4
7335,8760,4
7336,8032,5
7337,3504,4
7338,2689,4
7339,3815,5
7340,6942,4
7341,2891,5
7342,823,4
7343,9501,4
7344,1121,4
7345,9503,5
7346,9082,3
7347,1493,4
7348,8245,5
7349,1899,4
7350,3983,5
7351,8719,3
7352,2342,5
7353,9564,5
7354,7637,4
7355,5323,5
7356,2177,4
7357,546,3
7358,9756,5
7359,8399,5
7360,431,4
7361,388,4
7362,2943,5
7363,3075,4
7364,7234,5
7365,3815,5
7366,5121,4
7367,4803,5
7368,4743,3
7369,9009,4
7370,5122,5
7371,2916,4
7372,5329,4
7373,8719,3
7374,36,5
7375,8353,4
7376,1736,5
7377,8443,5
7378,9289,5
7379,3862,5
7380,5522,4
7381,3454,4
7382,4445,5
7383,4312,4
7384,4277,3
7385,6357,4
7386,8300,4
7387,9567,5
7388,265,5
7389,7476,5
7390,4036,4
7391,5412,4
7392,8197,5
7393,6785,5
7394,6337,5
7395,4002,3
7396,5546,4
7397,9427,4
7398,6849,4
7399,4462,4
7400,662,4
7401,536,3
7402,2252,4
7403,3155,4
7404,1344,5
7405,5304,4
7406,6310,5
7407,9945,2
7408,9484,3
7409,2889,5
7410,8760,4
7411,9814,5
7412,7992,5
7413,8347,2
7414,4238,4
7415,1107,5
7416,846,4
7417,9479,4
7418,5745,4
7419,1125,5
7420,4556,5
7421,8563,5
7422,3775,5
7423,9419,4
7424,7470,5
7425,7579,5
7426,4038,4
7427,8210,4
7428,1495,4
7429,678,4
7430,4806,4
7431,7579,5
7432,4755,5
7433,936,5
7434,4104,5
7435,7839,4
7436,7395,4
7437,9725,4
7438,9667,5
7439,990,3
7440,8328,5
7441,1902,4
7442,8134,5
7443,8679,5
7444,7063,4
7445,1260,4
7446,7952,4
7447,6653,4
7448,8522,4
7449,9500,4
7450,6623,5
7451,6795,4
7452,1355,4
7453,7812,5
7454,7304,5
7455,624,5
7456,1120,5
7457,9516,4
7458,2576,5
7459,8311,5
7460,7164,5
7461,760,5
7462,9953,5
7463,2373,4
7464,4897,5
7465,9933,4
7466,5534,4
7467,9186,4
7468,5820,3
7469,3197,4
7470,1986,4
7471,6587,5
7472,1814,4
7473,2336,4
7474,2358,3
7475,4550,3
7476,1004,4
7477,6778,5
7478,3016,5
7479,2035,4
7480,3060,5
7481,4790,4
7482,3788,5
7483,1794,5
7484,2273,4
7485,9059,4
7486,4320,4
7487,9033,4
7488,9086,4
7489,4277,3
7490,8736,4
7491,3058,4
7492,1590,5
7493,4557,5
7494,2177,4
7495,5739,5
7496,300,5
7497,9163,5
7498,4528,4
7499,6752,4
7500,1407,5
7501,8041,4
7502,8758,5
7503,324,5
7504,2266,5
7505,2684,4
7506,9593,5
7507,71,4
7508,7446,5
7509,9842,4
7510,9783,3
7511,9847,5
7512,2294,2
7513,3937,5
7514,2757,4
7515,9933,4
7516,6203,4
7517,1329,4
7518,2348,4
7519,657,5
7520,6213,4
7521,743,5
7522,1324,4
7523,6102,5
7524,9933,4
7525,6822,4
7526,5076,3
7527,5552,4
7528,9885,3
7529,5295,3
7530,1531,2
7531,4163,4
7532,2757,4
7533,1133,3
7534,8283,5
7535,6490,4
7536,2177,4
7537,6283,5
7538,9942,4
7539,2371,4
7540,20,5
7541,8328,5
7542,9751,4
7543,6890,5
7544,6490,4
7545,3832,5
7546,8287,4
7547,1719,5
7548,4994,4
7549,4478,4
7550,5580,5
7551,8711,5
7552,7527,5
7553,9985,5
7554,1355,4
7555,6493,4
7556,295,4
7557,3146,4
7558,6493,4
7559,5310,5
7560,8261,5
7561,8495,4
7562,9414,4
7563,136,5
7564,4002,3
7565,9426,4
7566,3703,4
7567,3214,4
7568,223,5
7569,4790,4
7570,4909,4
7571,8323,4
7572,7913,4
7573,661,5
7574,2557,4
7575,4659,4
7576,7223,5
7577,8969,5
7578,3310,4
7579,3310,4
7580,5786,4
7581,6532,4
7582,8403,5
7583,6320,4
7584,1340,4
7585,1893,5
7586,2924,5
7587,1804,4
7588,3285,4
7589,6911,4
7590,5030,5
7591,3522,3
7592,7413,3
7593,5601,4
7594,8926,5
7595,4862,5
7596,2395,4
7597,1340,4
7598,806,4
7599,1207,4
7600,3048,5
7601,8964,4
7602,8617,4
7603,5205,4
7604,9585,5
7605,1736,5
7606,8736,4
7607,6274,5
7608,799,4
7609,839,3
7610,9830,5
7611,3379,4
7612,1122,4
7613,9530,4
7614,4543,5
7615,9426,4
7616,9173,5
7617,6726,5
7618,9952,5
7619,6195,4
7620,3466,4
7621,9240,3
7622,3249,4
7623,3197,4
7624,3477,4
7625,8650,5
7626,7927,4
7627,3544,5
7628,1633,4
7629,2113,6
7630,723,4
7631,2348,4
7632,9145,5
7633,1281,4
7634,8704,4
7635,1120,5
7636,1366,5
7637,1064,3
7638,3966,5
7639,7592,4
7640,5459,4
7641,1235,5
7642,2555,4
7643,8919,3
7644,2176,5
7645,9945,2
7646,1525,5
7647,5245,5
7648,8644,4
7649,9160,5
7650,9350,4
7651,6947,4
7652,7308,4
7653,799,4
7654,7533,4
7655,6755,3
7656,3489,4
7657,5070,4
7658,7297,4
7659,7210,4
7660,8455,4
7661,6411,4
7662,4528,4
7663,7532,5
7664,5684,5
7665,7439,4
7666,9633,5
7667,3150,5
7668,6795,4
7669,7529,4
7670,7733,4
7671,2532,5
7672,7308,4
7673,1111,4
7674,4909,4
7675,461,5
7676,6833,4
7677,7910,5
7678,5267,5
7679,2373,4
7680,5169,4
7681,7169,5
7682,5482,4
7683,8975,3
7684,5795,5
7685,2075,4
7686,8946,5
7687,8355,5
7688,4233,5
7689,415,4
7690,8283,5
7691,6054,4
7692,5154,5
7693,8130,4
7694,3058,4
7695,8087,4
7696,7753,4
7697,2723,3
7698,5071,5
7699,5603,5
7700,5587,4
7701,5390,4
7702,1853,5
7703,406,5
7704,4793,5
7705,373,4
7706,4603,5
7707,8628,5
7708,1671,4
7709,6038,3
7710,7090,5
7711,16,5
7712,4899,5
7713,8071,4
7714,9921,5
7715,115,3
7716,2395,4
7717,1590,5
7718,1844,4
7719,7814,4
7720,7859,4
7721,1859,3
7722,2785,5
7723,6411,4
7724,4673,5
7725,2958,4
7726,2696,4
7727,1419,4
7728,8125,5
7729,3140,5
7730,9426,4
7731,5048,4
7732,8147,4
7733,4188,3
7734,563,4
7735,9469,5
7736,3265,5
7737,59,5
7738,3508,5
7739,7784,5
7740,7661,5
7741,8378,5
7742,3489,4
7743,3160,4
7744,1248,3
7745,17,4
7746,7196,5
7747,7403,5
7748,1331,5
7749,9142,4
7750,8022,4
7751,3225,4
7752,8130,4
7753,115,3
7754,1518,5
7755,959,4
7756,8379,4
7757,6543,5
7758,2785,5
7759,1986,4
7760,8285,4
7761,9847,5
7762,5613,5
7763,536,3
7764,6660,4
7765,8906,5
7766,1324,4
7767,3381,5
7768,5877,4
7769,1896,5
7770,9327,3
7771,5295,3
7772,4934,5
7773,3809,4
7774,1225,3
7775,7308,4
7776,6758,3
7777,7413,3
7778,9465,5
7779,9240,3
7780,4624,5
7781,6341,4
7782,6911,4
7783,5555,5
7784,806,4
7785,309,5
7786,2198,5
7787,5768,4
7788,8229,4
7789,5245,5
7790,662,4
7791,1613,4
7792,9947,4
7793,8117,4
7794,5863,5
7795,1844,4
7796,277,4
7797,6705,5
7798,6782,4
7799,5730,4
7800,2294,2
7801,2971,4
7802,9355,4
7803,409,4
7804,9424,5
7805,7401,4
7806,2616,4
7807,1341,4
7808,7874,5
7809,8964,4
7810,6335,4
7811,8946,5
7812,8576,4
7813,3343,5
7814,8332,3
7815,8644,4
7816,7874,5
7817,8348,5
7818,2119,4
7819,7621,4
7820,5485,3
7821,1119,5
7822,2348,4
7823,7011,4
7824,7407,3
7825,6296,4
7826,3167,4
7827,5802,5
7828,6758,3
7829,8067,5
7830,7913,4
7831,1381,5
7832,7770,4
7833,7010,5
7834,3703,4
7835,8459,5
7836,66,4
7837,4347,4
7838,6464,5
7839,1643,3
7840,7087,4
7841,2995,5
7842,6007,5
7843,7252,4
7844,6620,5
7845,6225,4
7846,3214,4
7847,9619,4
7848,6911,4
7849,9021,4
7850,2036,4
7851,1341,4
7852,9926,5
7853,2198,5
7854,7074,5
7855,8457,4
7856,1133,3
7857,9751,4
7858,3775,5
7859,1064,3
7860,1847,5
7861,5603,5
7862,9033,4
7863,8685,4
7864,4273,5
7865,1481,4
7866,5391,5
7867,9221,5
7868,606,4
7869,823,4
7870,3443,5
7871,392,5
7872,4822,4
7873,6097,4
7874,9300,4
7875,3862,5
7876,5337,5
7877,8068,4
7878,803,4
7879,8261,5
7880,915,5
7881,4806,4
7882,8975,3
7883,2757,4
7884,2598,4
7885,7800,3
7886,3388,4
7887,7643,4
7888,8330,5
7889,7368,4
7890,1176,5
7891,823,4
7892,7384,4
7893,3342,5
7894,1666,5
7895,3493,5
7896,6166,4
7897,4087,5
7898,674,4
7899,1077,4
7900,6933,5
7901,4149,5
7902,4038,4
7903,2790,5
7904,4801,5
7905,5039,5
7906,3913,4
7907,4909,4
7908,4462,4
7909,2127,4
7910,2127,4
7911,9613,5
7912,150,5
7913,9240,3
7914,2325,5
7915,8487,4
7916,9916,4
7917,8332,3
7918,8617,4
7919,9458,5
7920,2119,4
7921,1142,4
7922,662,4
7923,9447,4
7924,8073,4
7925,9327,3
7926,255,4
7927,9082,3
7928,2924,5
7929,5034,5
7930,3354,4
7931,2036,4
7932,6845,4
7933,1277,5
7934,2155,5
7935,662,4
7936,1022,4
7937,9030,5
7938,7335,5
7939,4198,5
7940,8320,4
7941,3754,5
7942,3746,4
7943,2595,4
7944,9530,4
7945,4678,5
7946,3031,4
7947,6443,5
7948,6430,5
7949,9898,4
7950,3040,5
7951,2263,4
7952,6758,3
7953,2891,5
7954,4934,5
7955,9516,4
7956,936,5
7957,3108,4
7958,3477,4
7959,5295,3
7960,8300,4
7961,6735,5
7962,3497,5
7963,4675,5
7964,2901,5
7965,4683,5
7966,7957,5
7967,1364,4
7968,1113,5
7969,8194,4
7970,1633,4
7971,3770,4
7972,8344,4
7973,3285,4
7974,6749,4
7975,8040,4
7976,9653,5
7977,146,3
7978,6834,5
7979,2252,4
7980,3834,5
7981,9386,5
7982,1329,4
7983,7572,5
7984,3214,4
7985,261,5
7986,3195,4
7987,4210,5
7988,9942,4
7989,4637,4
7990,291,4
7991,3620,5
7992,4029,4
7993,6640,5
7994,1124,5
7995,6352,5
7996,8537,5
7997,1902,4
7998,1806,4
7999,8523,4
8000,6663,4
8001,118,5
8002,9942,4
8003,662,4
8004,5295,3
8005,3986,5
8006,9953,5
8007,8857,3
8008,7210,4
8009,905,5
8010,6137,5
8011,659,4
8012,8192,4
8013,1020,5
8014,4350,4
8015,8116,4
8016,1646,5
8017,4637,4
8018,944,4
8019,9562,4
8020,897,5
8021,9619,4
8022,1415,3
8023,5534,4
8024,1260,4
8025,8842,4
8026,3030,4
8027,3667,5
8028,3911,4
8029,8291,4
8030,2305,5
8031,9384,4
8032,1004,4
8033,9514,4
8034,4006,5
8035,4277,3
8036,3155,4
8037,1941,5
8038,2937,5
8039,2555,4
8040,4698,3
8041,4200,3
8042,2176,5
8043,7,5
8044,4597,5
8045,1798,5
8046,2160,4
8047,6744,4
8048,8964,4
8049,4504,5
8050,5884,4
8051,7512,3
8052,8326,4
8053,3126,5
8054,8445,4
8055,7637,4
8056,7824,4
8057,6263,4
8058,8071,4
8059,8488,3
8060,9868,4
8061,8287,4
8062,7178,4
8063,2785,5
8064,8881,5
8065,6218,4
8066,4638,4
8067,507,4
8068,146,3
8069,274,4
8070,9770,4
8071,4200,3
8072,9701,4
8073,260,3
8074,8695,4
8075,2919,5
8076,6790,5
8077,687,4
8078,5346,4
8079,4002,3
8080,6155,5
8081,1180,4
8082,6357,4
8083,7859,4
8084,5745,4
8085,4466,5
8086,4558,5
8087,887,3
8088,9508,4
8089,2392,4
8090,4653,5
8091,5036,4
8092,9762,4
8093,659,4
8094,9206,5
8095,5506,5
8096,7368,4
8097,810,5
8098,4277,3
8099,6263,4
8100,4560,4
8101,7015,5
8102,5417,5
8103,3214,4
8104,1764,5
8105,662,4
8106,4426,5
8107,2177,4
8108,4176,5
8109,3789,5
8110,7145,5
8111,5581,5
8112,4235,4
8113,1304,4
8114,1806,4
8115,1981,5
8116,4743,3
8117,2337,3
8118,8399,5
8119,4785,4
8120,8079,4
8121,1531,2
8122,9542,4
8123,9160,5
8124,9571,3
8125,7609,4
8126,8059,4
8127,4584,4
8128,3372,5
8129,1824,4
8130,3798,3
8131,5224,5
8132,8445,4
8133,4636,4
8134,6054,4
8135,7656,5
8136,7238,5
8137,7179,4
8138,268,4
8139,4974,4
8140,2084,5
8141,1454,5
8142,754,3
8143,4348,4
8144,1329,4
8145,7874,5
8146,1133,3
8147,8332,3
8148,1105,4
8149,4465,4
8150,628,5
8151,1367,4
8152,3623,5
8153,6839,5
8154,8059,4
8155,7859,4
8156,803,4
8157,6819,5
8158,3577,5
8159,5295,3
8160,546,3
8161,8379,4
8162,673,4
8163,8290,3
8164,2527,4
8165,4829,5
8166,9774,5
8167,3724,5
8168,8457,4
8169,4634,5
8170,1121,4
8171,8035,4
8172,6381,4
8173,7031,5
8174,1133,3
8175,2437,4
8176,4235,4
8177,3537,4
8178,8287,4
8179,7529,4
8180,2224,5
8181,9762,4
8182,227,4
8183,8685,4
8184,3510,5
8185,5457,3
8186,206,5
8187,5307,3
8188,6360,4
8189,7087,4
8190,1446,4
8191,2176,5
8192,8290,3
8193,4320,4
8194,1064,3
8195,1928,5
8196,7061,4
8197,2895,4
8198,415,4
8199,6879,5
8200,3737,4
8201,9542,4
8202,8067,5
8203,6659,4
8204,9216,5
8205,5781,5
8206,4303,3
8207,8946,5
8208,7768,5
8209,5464,4
8210,1643,3
8211,2348,4
8212,3042,4
8213,2971,4
8214,5820,3
8215,9970,5
8216,4319,5
8217,4968,4
8218,1922,4
8219,4036,4
8220,2132,5
8221,8285,4
8222,9126,5
8223,7924,5
8224,2971,4
8225,9290,5
8226,2169,5
8227,1804,4
8228,7960,5
8229,8757,3
8230,343,4
8231,9916,4
8232,4908,5
8233,6851,5
8234,2721,4
8235,6328,5
8236,6795,4
8237,5245,5
8238,4974,4
8239,1144,4
8240,6024,4
8241,5398,5
8242,3742,5
8243,268,4
8244,3714,4
8245,806,4
8246,8725,4
8247,1107,5
8248,8576,4
8249,8455,4
8250,7760,5
8251,1495,4
8252,1252,4
8253,4720,5
8254,9021,4
8255,1971,4
8256,136,5
8257,6587,5
8258,9674,3
8259,9969,5
8260,9245,5
8261,8294,4
8262,2916,4
8263,3982,5
8264,3108,4
8265,4918,4
8266,7302,4
8267,7512,3
8268,2595,4
8269,6949,4
8270,6775,4
8271,6766,5
8272,7715,4
8273,6298,4
8274,2427,5
8275,1931,5
8276,7263,5
8277,6115,5
8278,8008,5
8279,8916,4
8280,6524,4
8281,8878,4
8282,9792,5
8283,9280,4
8284,2667,4
8285,1855,3
8286,5485,3
8287,887,3
8288,2325,5
8289,3779,5
8290,1531,2
8291,5295,3
8292,8771,4
8293,3809,4
8294,5006,3
8295,8793,4
8296,604,4
8297,7476,5
8298,6660,4
8299,953,5
8300,4880,3
8301,7052,4
8302,6050,5
8303,6328,5
8304,3037,4
8305,3030,4
8306,7889,5
8307,6411,4
8308,7025,5
8309,1340,4
8310,4590,4
8311,8455,4
8312,9427,4
8313,8159,4
8314,5973,5
8315,9374,5
8316,8032,5
8317,6050,5
8318,8286,4
8319,2865,4
8320,5321,3
8321,4246,4
8322,2569,5
8323,842,3
8324,5136,4
8325,6653,4
8326,4277,3
8327,4618,5
8328,6833,4
8329,6357,4
8330,329,4
8331,3466,4
8332,176,2
8333,8685,4
8334,3736,4
8335,1531,2
8336,7475,4
8337,9514,4
8338,2467,4
8339,1004,4
8340,3197,4
8341,9854,4
8342,8098,4
8343,1692,5
8344,5295,3
8345,7628,5
8346,1711,5
8347,35,1
8348,7655,4
8349,8323,4
8350,8124,4
8351,5534,4
8352,5457,3
8353,5110,3
8354,7032,5
8355,5877,4
8356,6795,4
8357,9326,4
8358,8323,4
8359,1443,5
8360,8889,5
8361,9208,4
8362,7218,5
8363,3249,4
8364,2004,4
8365,9305,4
8366,415,4
8367,6357,4
8368,9426,4
8369,3081,5
8370,1928,5
8371,2675,5
8372,8523,4
8373,9679,4
8374,3099,5
8375,862,5
8376,3477,4
8377,9756,5
8378,9898,4
8379,8975,3
8380,4698,3
8381,2616,4
8382,17,4
8383,9172,4
8384,6190,5
8385,9847,5
8386,8685,4
8387,6195,4
8388,1574,5
8389,2616,4
8390,6532,4
8391,151,5
8392,3305,5
8393,6046,4
8394,1419,4
8395,7926,5
8396,5118,4
8397,4738,4
8398,6685,4
8399,2799,4
8400,2834,4
8401,7908,5
8402,8124,4
8403,4560,4
8404,8418,4
8405,2478,5
8406,5482,4
8407,2530,4
8408,1277,5
8409,9414,4
8410,9751,4
8411,1248,3
8412,2267,4
8413,6730,5
8414,9216,5
8415,2304,5
8416,3872,4
8417,3033,4
8418,1225,3
8419,5553,5
8420,9917,5
8421,9976,4
8422,9826,4
8423,8704,4
8424,673,4
8425,3781,5
8426,6223,4
8427,1786,4
8428,808,5
8429,6038,3
8430,9885,3
8431,7368,4
8432,1077,4
8433,672,5
8434,4214,4
8435,9596,4
8436,7952,4
8437,7010,5
8438,9916,4
8439,675,5
8440,8459,5
8441,9511,5
8442,8185,4
8443,7952,4
8444,4302,4
8445,4880,3
8446,2127,4
8447,6095,4
8448,2834,4
8449,4807,5
8450,8229,4
8451,5330,4
8452,546,3
8453,1956,5
8454,1941,5
8455,839,3
8456,2757,4
8457,8919,3
8458,7925,4
8459,8736,4
8460,8656,5
8461,9424,5
8462,337,5
8463,3617,4
8464,9524,5
8465,2177,4
8466,4969,5
8467,546,3
8468,6886,4
8469,2262,5
8470,6046,4
8471,242,4
8472,8630,5
8473,4988,5
8474,4786,5
8475,255,4
8476,957,5
8477,7606,5
8478,5750,5
8479,6054,4
8480,4584,4
8481,3800,5
8482,5585,5
8483,5517,5
8484,1223,4
8485,5496,4
8486,6031,4
8487,4743,3
8488,1531,2
8489,7133,4
8490,4787,5
8491,5136,4
8492,1180,4
8493,7533,4
8494,9562,4
8495,546,3
8496,6490,4
8497,8332,3
8498,6573,5
8499,887,3
8500,6962,5
8501,7308,4
8502,7564,4
8503,5719,5
8504,6320,4
8505,343,4
8506,2820,5
8507,8068,4
8508,3076,5
8509,9676,5
8510,2666,5
8511,2557,4
8512,3827,4
8513,4757,5
8514,4598,4
8515,7606,5
8516,2939,5
8517,5568,4
8518,2467,4
8519,1962,4
8520,6769,4
8521,7034,4
8522,990,3
8523,1064,3
8524,9854,4
8525,2121,5
8526,7436,5
8527,6684,5
8528,8007,4
8529,4230,4
8530,7643,4
8531,121,5
8532,229,4
8533,6659,4
8534,6524,4
8535,2645,5
8536,7251,4
8537,7034,4
8538,8159,4
8539,9946,5
8540,4156,5
8541,7150,5
8542,6637,5
8543,9626,2
8544,2620,4
8545,2427,5
8546,2333,4
8547,5204,4
8548,4786,5
8549,3193,5
8550,2667,4
8551,9976,4
8552,5371,4
8553,3872,4
8554,3996,5
8555,5228,5
8556,4466,5
8557,8300,4
8558,379,4
8559,749,5
8560,8366,5
8561,1123,5
8562,8595,5
8563,7917,4
8564,3288,5
8565,3156,5
8566,3231,5
8567,2294,2
8568,9978,6
8569,5182,4
8570,7526,4
8571,2834,4
8572,803,4
8573,5874,5
8574,8040,4
8575,5205,4
8576,1859,3
8577,4462,4
8578,2353,4
8579,6775,4
8580,9788,5
8581,1304,4
8582,1035,5
8583,4402,4
8584,8865,4
8585,7127,5
8586,8022,4
8587,2387,5
8588,3698,5
8589,1610,5
8590,3356,5
8591,4844,5
8592,9212,5
8593,6848,5
8594,9562,4
8595,9172,4
8596,159,5
8597,8332,3
8598,2715,5
8599,327,5
8600,475,4
8601,4461,4
8602,8706,5
8603,1296,5
8604,8842,4
8605,3250,5
8606,8283,5
8607,6883,5
8608,1974,5
8609,2928,5
8610,9305,4
8611,4983,5
8612,7529,4
8613,3156,5
8614,521,4
8615,3195,4
8616,7077,4
8617,6038,3
8618,1849,4
8619,674,4
8620,7271,4
8621,1986,4
8622,9218,4
8623,732,4
8624,758,4
8625,2353,4
8626,1485,4
8627,463,5
8628,3437,4
8629,8906,5
8630,6693,4
8631,240,4
8632,1831,5
8633,7800,3
8634,4044,4
8635,2035,4
8636,3708,5
8637,4584,4
8638,6949,4
8639,4465,4
8640,7011,4
8641,5534,4
8642,8142,4
8643,2177,4
8644,260,3
8645,8896,5
8646,5377,5
8647,3788,5
8648,6341,4
8649,195,3
8650,4246,4
8651,546,3
8652,3615,5
8653,4516,4
8654,5696,5
8655,3048,5
8656,5552,4
8657,4995,5
8658,4553,5
8659,3580,4
8660,9842,4
8661,2804,4
8662,8644,4
8663,718,5
8664,8975,3
8665,7474,4
8666,2466,4
8667,4328,5
8668,5603,5
8669,6603,5
8670,7721,4
8671,268,4
8672,4487,5
8673,3191,4
8674,507,4
8675,5750,5
8676,9165,5
8677,4023,4
8678,6464,5
8679,6104,4
8680,7368,4
8681,1160,5
8682,2304,5
8683,5768,4
8684,1959,5
8685,8488,3
8686,4840,5
8687,3310,4
8688,5169,4
8689,3736,4
8690,5154,5
8691,9612,4
8692,1281,4
8693,1804,4
8694,4186,4
8695,9484,3
8696,4320,4
8697,9208,4
8698,157,5
8699,6672,4
8700,7655,4
8701,4353,4
8702,9520,4
8703,5163,5
8704,146,3
8705,3798,3
8706,1613,4
8707,9674,3
8708,3031,4
8709,231,4
8710,8358,5
8711,2119,4
8712,1428,4
8713,7179,4
8714,4023,4
8715,3267,4
8716,8488,3
8717,1899,4
8718,1355,4
8719,8347,2
8720,259,4
8721,5588,5
8722,295,4
8723,3284,5
8724,8028,5
8725,745,3
8726,6879,5
8727,8890,4
8728,7528,4
8729,2371,4
8730,142,5
8731,5496,4
8732,620,5
8733,8065,5
8734,6225,4
8735,9465,5
8736,842,3
8737,9547,5
8738,7656,5
8739,6116,4
8740,1756,5
8741,3167,4
8742,7815,5
8743,8833,5
8744,8994,3
8745,994,5
8746,4157,5
8747,2478,5
8748,2184,5
8749,6168,4
8750,8633,4
8751,3902,5
8752,5796,5
8753,9427,4
8754,3532,5
8755,6116,4
8756,4850,4
8757,3899,2
8758,9735,4
8759,8096,5
8760,5494,3
8761,3264,4
8762,5478,5
8763,9976,4
8764,6298,4
8765,7003,5
8766,5279,4
8767,8130,4
8768,4044,4
8769,1281,4
8770,1144,4
8771,8290,3
8772,50,5
8773,2212,5
8774,6637,5
8775,9490,5
8776,3428,4
8777,966,5
8778,1634,5
8779,6618,5
8780,3162,5
8781,6538,5
8782,8680,5
8783,2927,5
8784,7872,5
8785,544,5
8786,8569,5
8787,1731,5
8788,5118,4
8789,3160,4
8790,9917,5
8791,1603,5
8792,5377,5
8793,5820,3
8794,7179,4
8795,4813,5
8796,2138,5
8797,9874,5
8798,8367,5
8799,1632,5
8800,5853,5
8801,4983,5
8802,5724,5
8803,6464,5
8804,66,4
8805,5421,5
8806,4370,6
8807,1824,4
8808,9562,4
8809,7776,4
8810,3191,4
8811,1485,4
8812,1027,4
8813,4637,4
8814,9555,4
8815,6214,5
8816,610,4
8817,9701,4
8818,5068,5
8819,7915,5
8820,1592,4
8821,3383,4
8822,8994,3
8823,4720,5
8824,2336,4
8825,507,4
8826,1431,5
8827,6341,4
8828,9732,4
8829,6031,4
8830,7174,4
8831,8286,4
8832,766,4
8833,6849,4
8834,4535,5
8835,713,5
8836,7742,5
8837,5791,5
8838,813,5
8839,2105,3
8840,3558,4
8841,1226,4
8842,4200,3
8843,8920,5
8844,5817,5
8845,8011,5
8846,8926,5
8847,8258,4
8848,1060,4
8849,8491,5
8850,229,4
8851,5686,5
8852,7925,4
8853,4461,4
8854,842,3
8855,5142,4
8856,7486,5
8857,9317,2
8858,8878,4
8859,7437,5
8860,9047,4
8861,5618,5
8862,1228,5
8863,8206,4
8864,3613,5
8865,9885,3
8866,4909,4
8867,2329,5
8868,8012,5
8869,9853,5
8870,3146,4
8871,6442,5
8872,3873,5
8873,5496,4
8874,4495,5
8875,5530,4
8876,2177,4
8877,9712,5
8878,3897,3
8879,7437,5
8880,5776,5
8881,7302,4
8882,6224,4
8883,2295,5
8884,624,5
8885,2116,5
8886,404,5
8887,5745,4
8888,8323,4
8889,2517,4
8890,1855,3
8891,6942,4
8892,9992,5
8893,3288,5
8894,7825,5
8895,4994,4
8896,4402,4
8897,7656,5
8898,8051,4
8899,7768,5
8900,7395,4
8901,2660,4
8902,9508,4
8903,3540,5
8904,6284,5
8905,2928,5
8906,9186,4
8907,1325,4
8908,3440,5
8909,9632,4
8910,2436,5
8911,2437,4
8912,9774,5
8913,8757,3
8914,4445,5
8915,6843,4
8916,1133,3
8917,3062,5
8918,4068,5
8919,9945,2
8920,6693,4
8921,2075,4
8922,5330,4
8923,7061,4
8924,4478,4
8925,9300,4
8926,4250,4
8927,9555,4
8928,9639,4
8929,6263,4
8930,5795,5
8931,2386,5
8932,153,4
8933,3160,4
8934,8022,4
8935,227,4
8936,229,4
8937,4347,4
8938,5098,4
8939,1711,5
8940,8970,5
8941,3706,4
8942,4230,4
8943,1521,5
8944,1200,4
8945,6273,5
8946,7475,4
8947,9148,5
8948,9186,4
8949,6035,4
8950,2096,4
8951,6328,5
8952,1485,4
8953,5234,4
8954,7448,5
8955,6672,4
8956,6822,4
8957,6434,5
8958,4874,5
8959,5861,5
8960,9002,5
8961,8406,5
8962,6223,4
8963,3799,5
8964,8332,3
8965,1340,4
8966,3489,4
8967,9082,3
8968,4361,5
8969,8117,4
8970,8597,4
8971,9078,4
